instance,n,root lb,root ub,root gap,root time,ub,lb,gap,time,nodes
in14_006.out,25,3655,3655,0.00,31.13,3655,3655,0.00,31.14,1
in14_007.out,25,3872,3872,0.00,43.03,3872,3872,0.00,43.04,1
in14_008.out,25,3927,3927,0.00,23.01,3927,3927,0.00,23.02,1
in14_009.out,25,3718,3718,0.00,54.8,3718,3718,0.00,54.81,1
in14_010.out,25,4155,4155,0.00,18.22,4155,4155,0.00,18.23,1
in14_011.out,25,3665,3665,0.00,16.66,3665,3665,0.00,16.67,1
in14_012.out,25,3170,3170,0.00,24.16,3170,3170,0.00,24.16,1
in14_013.out,25,3977,3977,0.00,35.64,3977,3977,0.00,35.65,1
in14_014.out,25,3931,3931,0.00,29.85,3931,3931,0.00,29.85,1
in14_015.out,25,3759,3759,0.00,24.17,3759,3759,0.00,24.18,1
in14_016.out,25,3680,3681,0.03,61.42,3681,3681,0.00,263.72,7
in14_017.out,25,3696,3696,0.00,22.02,3696,3696,0.00,22.03,1
in14_018.out,25,3559,3559,0.00,32.56,3559,3559,0.00,63.44,3
in14_019.out,25,4162,4162,0.00,63.85,4162,4162,0.00,92.57,5
in14_020.out,25,4414,4414,0.00,39.84,4414,4414,0.00,39.85,1
in14_021.out,25,3099,3099,0.00,28.73,3099,3099,0.00,28.73,1
in14_022.out,25,3106,3106,0.00,16,3106,3106,0.00,16,1
in14_023.out,25,3014,3014,0.00,21.35,3014,3014,0.00,21.36,1
in14_024.out,25,3586,3586,0.00,53.44,3586,3586,0.00,53.45,1
in14_025.out,25,3139,3139,0.00,26.01,3139,3139,0.00,26.02,1
in14_026.out,25,3250,3250,0.00,29.44,3250,3250,0.00,29.44,1
in14_027.out,25,3224,3224,0.00,15.77,3224,3224,0.00,15.77,1
in14_028.out,25,2835,2835,0.00,38.76,2835,2835,0.00,38.77,1
in14_029.out,25,3374,3374,0.00,34.94,3374,3374,0.00,34.94,1
in14_030.out,25,3758,3758,0.00,18.06,3758,3758,0.00,18.07,1
in14_031.out,25,3093,3093,0.00,50.66,3093,3093,0.00,50.67,1
in14_032.out,25,2809,2809,0.00,82.87,2809,2809,0.00,82.88,1
in14_033.out,25,2830,2830,0.00,27.59,2830,2830,0.00,27.6,1
in14_034.out,25,2846,2846,0.00,21.44,2846,2846,0.00,21.45,1
in14_035.out,25,2985,2985,0.00,20.72,2985,2985,0.00,20.72,1
in14_036.out,25,3503,3503,0.00,26.6,3503,3503,0.00,26.61,1
in14_037.out,25,3225,3225,0.00,35.15,3225,3225,0.00,35.15,1
in14_038.out,25,3370,3370,0.00,50.24,3370,3370,0.00,50.24,1
in14_039.out,25,3153,3153,0.00,32.4,3153,3153,0.00,32.41,1
in14_040.out,25,3220,3220,0.00,22.09,3220,3220,0.00,22.1,1
in14_041.out,25,3334,3334,0.00,35.38,3334,3334,0.00,35.38,1
in14_042.out,25,3461,3461,0.00,20.27,3461,3461,0.00,20.27,1
in14_043.out,25,2888,2888,0.00,20.71,2888,2888,0.00,20.72,1
in14_044.out,25,3035,3035,0.00,16.64,3035,3035,0.00,16.65,1
in14_045.out,25,3730,3730,0.00,31.23,3730,3730,0.00,31.24,1
in14_046.out,25,3001,3001,0.00,34.89,3001,3001,0.00,34.89,1
in14_047.out,25,3036,3036,0.00,22.7,3036,3036,0.00,22.71,1
in14_048.out,25,2634,2634,0.00,24.9,2634,2634,0.00,24.91,1
in14_049.out,25,2680,2680,0.00,15.38,2680,2680,0.00,15.39,1
in14_050.out,25,3093,3093,0.00,26.85,3093,3093,0.00,26.86,1
in14_051.out,25,2539,2539,0.00,55.96,2539,2539,0.00,55.97,1
in14_052.out,25,2772,2772,0.00,9.79,2772,2772,0.00,9.8,1
in14_053.out,25,3272,3272,0.00,20.88,3272,3272,0.00,20.89,1
in14_054.out,25,2567,2567,0.00,11.38,2567,2567,0.00,11.39,1
in14_055.out,25,3247,3247,0.00,34.96,3247,3247,0.00,34.96,1
in14_056.out,25,2882,2882,0.00,23.38,2882,2882,0.00,23.39,1
in14_057.out,25,3205,3205,0.00,17.32,3205,3205,0.00,17.32,1
in14_058.out,25,3371,3371,0.00,36.11,3371,3371,0.00,36.11,1
in14_059.out,25,2986,2986,0.00,19.14,2986,2986,0.00,19.15,1
in14_060.out,25,2994,2994,0.00,15.8,2994,2994,0.00,15.8,1
in14_061.out,50,7772,7772,0.00,953.25,7772,7772,0.00,17608.3,27
in14_062.out,50,7282,7282,0.00,209.2,7282,7282,0.00,209.23,1
in14_063.out,50,7271,7271,0.00,402.8,7271,7271,0.00,5845.09,17
in14_064.out,50,7461,7475,0.19,1268.16,7475,7475,0.00,5729.05,13
in14_065.out,50,7288,7290,0.03,1097.58,7288,7288,0.00,8606.86,7
in14_066.out,50,7331,7331,0.00,676.74,7331,7331,0.00,5768.05,19
in14_067.out,50,7661,7661,0.00,621.23,7661,7661,0.00,19792.9,31
in14_068.out,50,7787,7787,0.00,403.13,7787,7787,0.00,688.36,5
in14_069.out,50,7561,7561,0.00,261.82,7561,7561,0.00,261.83,1
in14_070.out,50,7318,7318,0.00,968.31,7318,7318,0.00,28800,25
in14_071.out,50,7445,7445,0.00,1310.87,7445,7445,0.00,1310.9,1
in14_072.out,50,7651,7651,0.00,1297.07,7651,7651,0.00,3152.33,7
in14_073.out,50,7361,7361,0.00,966.41,7361,7361,0.00,3643.77,13
in14_074.out,50,7096,7096,0.00,847.8,7096,7096,0.00,8395.92,9
in14_075.out,50,7597,7597,0.00,705.02,7597,7597,0.00,705.04,1
in14_076.out,50,7574,7574,0.00,560.1,7574,7574,0.00,9305.42,27
in14_077.out,50,7787,7803,0.21,1073.15,7789,7789,0.00,1302.37,3
in14_078.out,50,7627,7628,0.01,839.5,7628,7628,0.00,8637.35,21
in14_079.out,50,7489,7489,0.00,736.91,7489,7489,0.00,24834.9,35
in14_080.out,50,7628,7628,0.00,1653.81,7628,7628,0.00,2374.64,3
in14_081.out,50,5117,5160,0.84,771.27,5129,5160,0.60,28800,11
in14_082.out,50,5876,5876,0.00,312.25,5876,5876,0.00,312.27,1
in14_083.out,50,5284,5294,0.19,593.74,5293,5293,0.00,1118.26,3
in14_084.out,50,5615,5615,0.00,959.26,5615,5615,0.00,959.29,1
in14_085.out,50,6196,6196,0.00,258.8,6196,6196,0.00,258.83,1
in14_086.out,50,5331,5331,0.00,598.37,5331,5331,0.00,598.4,1
in14_087.out,50,5665,5691,0.46,887.93,5682,5682,0.00,9860.99,5
in14_088.out,50,5244,5265,0.40,642.86,5254,5254,0.00,2553.82,3
in14_089.out,50,5715,5719,0.07,870.28,5719,5719,0.00,1107.55,3
in14_090.out,50,5617,5617,0.00,284.57,5617,5617,0.00,284.6,1
in14_091.out,50,6178,6183,0.08,1200.09,6183,6183,0.00,1596.59,3
in14_092.out,50,5812,5812,0.00,1089.34,5812,5812,0.00,1089.35,1
in14_093.out,50,6094,6094,0.00,560.37,6094,6094,0.00,560.39,1
in14_094.out,50,4837,4837,0.00,702.94,4837,4837,0.00,702.95,1
in14_095.out,50,6142,6166,0.39,864.3,6157,6166,0.15,28800,11
in14_096.out,50,5649,5663,0.25,703.4,5663,5663,0.00,5303.02,5
in14_097.out,50,5155,5155,0.00,759.46,5155,5155,0.00,759.48,1
in14_098.out,50,5651,5661,0.18,653.89,5660,5660,0.00,1479.88,3
in14_099.out,50,6306,6323,0.27,764.96,6317,6317,0.00,3436.55,5
in14_100.out,50,5672,5680,0.14,773.64,5680,5680,0.00,1339.77,3
in14_101.out,50,5489,5489,0.00,250.41,5489,5489,0.00,250.45,1
in14_102.out,50,5509,5518,0.16,750.59,5518,5518,0.00,2716.2,5
in14_103.out,50,5393,5399,0.11,757.63,5399,5399,0.00,2633.68,5
in14_104.out,50,4835,4857,0.46,768.12,4845,4857,0.25,28800,19
in14_105.out,50,5405,5425,0.37,839.49,5425,5425,0.00,14843.6,15
in14_106.out,50,5699,5712,0.23,1055.42,5711,5711,0.00,6865.94,7
in14_107.out,50,6013,6013,0.00,281.54,6013,6013,0.00,281.57,1
in14_108.out,50,6222,6225,0.05,726.52,6222,6222,0.00,739.39,3
in14_109.out,50,5362,5370,0.15,576.84,5370,5370,0.00,1915.3,5
in14_110.out,50,5019,5030,0.22,714.64,5030,5030,0.00,9299.09,7
in14_111.out,50,5198,5216,0.35,905.69,5203,5203,0.00,8196.3,5
in14_112.out,50,5304,5311,0.13,564.75,5311,5311,0.00,1520.49,3
in14_113.out,50,6225,6232,0.11,348.81,6232,6232,0.00,879.23,3
in14_114.out,50,5177,5177,0.00,128.4,5177,5177,0.00,128.5,1
in14_115.out,50,5603,5607,0.07,908.57,5607,5607,0.00,1541.15,3
in14_116.out,50,6031,6045,0.23,983.05,6045,6045,0.00,6515.42,5
in14_117.out,50,5725,5736,0.19,948.95,5734,5734,0.00,22644,17
in14_118.out,50,5278,5284,0.11,876.98,5282,5282,0.00,1390.12,3
in14_119.out,50,5890,5890,0.00,337.86,5890,5890,0.00,337.89,1
in14_120.out,50,5983,5996,0.22,1282.97,5996,5996,0.00,9652.86,9
in14_121.out,75,10690,10693,0.03,7042.56,10693,10693,0.00,28800,5
in14_122.out,75,10654,10654,0.00,7484.62,10654,10654,0.00,28800,5
in14_123.out,75,10864,11036,1.58,9895.25,10864,11036,1.58,28800,3
in14_124.out,75,11067,11265,1.79,6646.91,11119,11265,1.31,28800,5
in14_125.out,75,10857,10857,0.00,4582.38,10857,10857,0.00,28800,9
in14_126.out,75,10687,10687,0.00,8161.19,10687,10687,0.00,28800,5
in14_127.out,75,11640,11751,0.95,4389.5,11666,11751,0.73,28800,7
in14_128.out,75,10777,10787,0.09,5872.04,10777,10777,0.00,24365.8,3
in14_129.out,75,10758,10758,0.00,6626.63,10758,10758,0.00,28800,3
in14_130.out,75,10667,10667,0.00,6697.96,10667,10667,0.00,28800,5
in14_131.out,75,10734,10758,0.22,9521.4,10752,10758,0.06,28800,9
in14_132.out,75,11120,11288,1.51,9686.51,11120,11288,1.51,28800,3
in14_133.out,75,11117,11201,0.76,4753.79,11193,11201,0.07,28800,3
in14_134.out,75,10609,10679,0.66,4179.63,10635,10679,0.41,28800,7
in14_135.out,75,10672,10672,0.00,6322.34,10672,10672,0.00,28800,5
in14_136.out,75,10792,10792,0.00,3459.12,10792,10792,0.00,28800,7
in14_137.out,75,11200,11200,0.00,5164.24,11200,11200,0.00,28800,5
in14_138.out,75,11128,11249,1.09,17461,11128,11249,1.09,28800,1
in14_139.out,75,10773,10795,0.20,8007.81,10786,10795,0.08,28800,9
in14_140.out,75,10413,10413,0.00,5442.13,10413,10413,0.00,28800,5
in14_141.out,75,8611,8636,0.29,4951.15,8615,8636,0.24,28800,5
in14_142.out,75,8633,8648,0.17,4166.81,8638,8648,0.12,28800,5
in14_143.out,75,8290,8338,0.58,4663.79,8302,8338,0.43,28800,5
in14_144.out,75,7979,8011,0.40,2938.4,7989,8011,0.28,28800,5
in14_145.out,75,8154,8192,0.47,5138.5,8164,8192,0.34,28800,5
in14_146.out,75,7638,7687,0.64,3937.95,7654,7687,0.43,28800,7
in14_147.out,75,7805,7866,0.78,3856.56,7818,7866,0.61,28800,7
in14_148.out,75,8473,8520,0.55,4009.47,8485,8520,0.41,28800,5
in14_149.out,75,8263,8303,0.48,4056.1,8282,8303,0.25,28800,7
in14_150.out,75,8678,8685,0.08,6235.42,8683,8685,0.02,28800,5
in14_151.out,75,8262,8289,0.33,4740.26,8268,8289,0.25,28800,5
in14_152.out,75,8379,8406,0.32,3785.46,8384,8406,0.26,28800,5
in14_153.out,75,7683,7709,0.34,3541.26,7686,7709,0.30,28800,5
in14_154.out,75,8178,8199,0.26,5850.29,8181,8199,0.22,28800,5
in14_155.out,75,8670,8715,0.52,4141.88,8678,8715,0.43,28800,5
in14_156.out,75,8236,8282,0.56,3640.6,8247,8282,0.42,28800,7
in14_157.out,75,8647,8678,0.36,4055.28,8657,8678,0.24,28800,5
in14_158.out,75,8623,8682,0.68,5825.14,8636,8682,0.53,28800,5
in14_159.out,75,8698,8716,0.21,4531.42,8704,8716,0.14,28800,5
in14_160.out,75,8287,8314,0.33,4394.09,8294,8314,0.24,28800,5
in14_161.out,75,8400,8427,0.32,5574.96,8405,8427,0.26,28800,5
in14_162.out,75,8449,8471,0.26,7456.39,8452,8471,0.22,28800,5
in14_163.out,75,9386,9402,0.17,5383.89,9389,9402,0.14,28800,5
in14_164.out,75,8186,8217,0.38,6722.64,8191,8217,0.32,28800,5
in14_165.out,75,7681,7703,0.29,3941.66,7686,7703,0.22,28800,5
in14_166.out,75,8076,8089,0.16,4133.96,8078,8078,0.00,17195.1,5
in14_167.out,75,8621,8634,0.15,4757.58,8626,8634,0.09,28800,7
in14_168.out,75,8715,8730,0.17,4535.96,8718,8730,0.14,28800,5
in14_169.out,75,8536,8553,0.20,6218.73,8541,8541,0.00,28708.4,7
in14_170.out,75,8101,8113,0.15,4159.54,8107,8113,0.07,28800,9
in14_171.out,75,8019,8037,0.22,3901.08,8022,8037,0.19,28800,7
in14_172.out,75,8144,8158,0.17,5110.51,8150,8158,0.10,28800,7
in14_173.out,75,8073,8079,0.07,2800.18,8076,8076,0.00,9066.16,5
in14_174.out,75,8791,8805,0.16,4513.17,8798,8798,0.00,25334.1,7
in14_175.out,75,7806,7831,0.32,3528.52,7810,7831,0.27,28800,5
in14_176.out,75,8498,8506,0.09,4166.79,8500,8500,0.00,12639.2,3
in14_177.out,75,7713,7738,0.32,4352.27,7718,7738,0.26,28800,7
in14_178.out,75,8492,8516,0.28,5683.68,8497,8516,0.22,28800,7
in14_179.out,75,8227,8255,0.34,4928.32,8234,8255,0.26,28800,5
in14_180.out,75,8134,8145,0.14,4574.27,8139,8145,0.07,28800,7
in14_181.out,100,14510,14510,0.00,2128.38,14510,14510,0.00,2128.41,1
in14_182.out,100,14302,14322,0.14,22740.8,14302,14322,0.14,28800,1
in14_183.out,100,14865,14878,0.09,23265.3,14865,14878,0.09,28800,1
in14_184.out,100,14191,14191,0.00,2065.9,14191,14191,0.00,2065.92,1
in14_185.out,100,13921,13921,0.00,1607.93,13921,13921,0.00,1607.98,1
in14_186.out,100,13655,13705,0.37,21676.3,13655,13705,0.37,28800,1
in14_187.out,100,14671,14719,0.33,28800,14671,14719,0.33,28800,1
in14_188.out,100,13889,14176,2.07,27906.6,13889,14176,2.07,28800,1
in14_189.out,100,14360,14360,0.00,2452.75,14360,14360,0.00,2452.8,1
in14_190.out,100,14064,14215,1.07,28800,14064,14215,1.07,28800,1
in14_191.out,100,15215,15313,0.64,28800,15215,15313,0.64,28800,1
in14_192.out,100,14096,14098,0.01,28800,14096,14098,0.01,28800,1
in14_193.out,100,14234,14569,2.35,28800,14234,14569,2.35,28800,1
in14_194.out,100,13850,13850,0.00,1515.65,13850,13850,0.00,1515.66,1
in14_195.out,100,13654,13683,0.21,28800,13654,13683,0.21,28800,1
in14_196.out,100,14538,14616,0.54,11278.6,14538,14616,0.54,28800,3
in14_197.out,100,14589,14640,0.35,19117.4,14589,14640,0.35,28800,1
in14_198.out,100,14451,14601,1.04,28800,14451,14601,1.04,28800,1
in14_199.out,100,13765,14090,2.36,12618.7,13765,14090,2.36,28800,1
in14_200.out,100,14034,14343,2.20,14821.5,14034,14343,2.20,28800,1
in14_201.out,100,11047,11117,0.63,13010.9,11047,11117,0.63,28800,3
in14_202.out,100,10850,10920,0.65,12413.8,10850,10920,0.65,28800,3
in14_203.out,100,11082,11138,0.51,10985.1,11082,11138,0.51,28800,3
in14_204.out,100,10774,10822,0.45,17719,10774,10822,0.45,28800,3
in14_205.out,100,11929,11992,0.53,12056.8,11929,11992,0.53,28800,3
in14_206.out,100,11096,11126,0.27,12557.3,11096,11126,0.27,28800,3
in14_207.out,100,10869,10913,0.40,10625.9,10874,10913,0.36,28800,3
in14_208.out,100,10240,10307,0.65,11058.5,10240,10307,0.65,28800,3
in14_209.out,100,12232,12266,0.28,12276.2,12232,12266,0.28,28800,3
in14_210.out,100,12030,12094,0.53,14777.3,12030,12094,0.53,28800,1
in14_211.out,100,10535,10596,0.58,14591.1,10535,10596,0.58,28800,3
in14_212.out,100,11709,11740,0.26,13409.7,11713,11740,0.23,28800,3
in14_213.out,100,12202,12229,0.22,8782.79,12206,12229,0.19,28800,3
in14_214.out,100,9822,9853,0.32,8463.91,9830,9853,0.23,28800,5
in14_215.out,100,11328,11358,0.26,10648.5,11333,11358,0.22,28800,5
in14_216.out,100,11883,11913,0.25,10732.8,11885,11913,0.24,28800,3
in14_217.out,100,11096,11116,0.18,8747.71,11103,11116,0.12,28800,3
in14_218.out,100,11059,11101,0.38,10549.7,11059,11101,0.38,28800,3
in14_219.out,100,11340,11370,0.26,13860.8,11340,11370,0.26,28800,3
in14_220.out,100,10615,10670,0.52,9650.28,10620,10670,0.47,28800,3
in14_221.out,100,11302,11347,0.40,24333.6,11302,11347,0.40,28800,1
in14_222.out,100,9952,9996,0.44,20945.1,9952,9996,0.44,28800,1
in14_223.out,100,10408,10453,0.43,14265,10408,10453,0.43,28800,3
in14_224.out,100,10164,10192,0.28,15569.2,10164,10192,0.28,28800,3
in14_225.out,100,9794,9850,0.57,18487.1,9794,9850,0.57,28800,1
in14_226.out,100,10110,10154,0.44,15573.7,10110,10154,0.44,28800,3
in14_227.out,100,11080,11111,0.28,17686.1,11080,11111,0.28,28800,1
in14_228.out,100,11226,11248,0.20,11950.2,11226,11248,0.20,28800,3
in14_229.out,100,9786,9830,0.45,14179.9,9786,9830,0.45,28800,3
in14_230.out,100,10854,10893,0.36,18416.5,10854,10893,0.36,28800,1
in14_231.out,100,10989,11031,0.38,21861.8,10989,11031,0.38,28800,1
in14_232.out,100,11037,11084,0.43,22592.4,11037,11084,0.43,28800,1
in14_233.out,100,12032,12065,0.27,21370.9,12032,12065,0.27,28800,1
in14_234.out,100,10698,10745,0.44,17635.5,10698,10745,0.44,28800,1
in14_235.out,100,11211,11271,0.54,22048.2,11211,11271,0.54,28800,1
in14_236.out,100,9588,9623,0.37,16755.2,9588,9623,0.37,28800,3
in14_237.out,100,10654,10693,0.37,24266.4,10654,10693,0.37,28800,1
in14_238.out,100,10629,10667,0.36,15345.1,10629,10667,0.36,28800,1
in14_239.out,100,10211,10254,0.42,21100.8,10211,10254,0.42,28800,1
in14_240.out,100,10906,10931,0.23,16978.4,10906,10931,0.23,28800,3
in14_241.out,125,17805,18015,1.18,28800,17805,18015,1.18,28800,1
in14_242.out,125,17731,18293,3.17,28800,17731,18293,3.17,28800,1
in14_243.out,125,17593,17593,0.00,9154.34,17593,17593,0.00,9154.5,1
in14_244.out,125,17002,17537,3.15,28800,17002,17537,3.15,28800,1
in14_245.out,125,17780,17927,0.83,28800,17780,17927,0.83,28800,1
in14_246.out,125,17792,17887,0.53,28800,17792,17887,0.53,28800,1
in14_247.out,125,17483,17828,1.97,28800,17483,17828,1.97,28800,1
in14_248.out,125,18056,18386,1.83,28800,18056,18386,1.83,28800,1
in14_249.out,125,17340,18243,5.21,28800,17340,18243,5.21,28800,1
in14_250.out,125,17289,17289,0.00,4332.11,17289,17289,0.00,4332.14,1
in14_251.out,125,18348,18356,0.04,28800,18348,18356,0.04,28800,1
in14_252.out,125,17670,17676,0.03,28800,17670,17676,0.03,28800,1
in14_253.out,125,18495,18731,1.28,28800,18495,18731,1.28,28800,1
in14_254.out,125,17434,17434,0.00,4424.31,17434,17434,0.00,4424.34,1
in14_255.out,125,17496,17907,2.35,28800,17496,17907,2.35,28800,1
in14_256.out,125,17758,17925,0.94,28800,17758,17925,0.94,28800,1
in14_257.out,125,17951,17982,0.17,28800,17951,17982,0.17,28800,1
in14_258.out,125,18124,18181,0.31,28800,18124,18181,0.31,28800,1
in14_259.out,125,17785,17867,0.46,28800,17785,17867,0.46,28800,1
in14_260.out,125,17323,17636,1.81,28800,17323,17636,1.81,28800,1
in14_261.out,125,15282,15357,0.49,28800,15282,15357,0.49,28800,1
in14_262.out,125,14086,14150,0.45,28800,14086,14150,0.45,28800,1
in14_263.out,125,13138,13201,0.48,28800,13138,13201,0.48,28800,1
in14_264.out,125,13242,13308,0.50,24388.8,13242,13308,0.50,28800,1
in14_265.out,125,13446,13518,0.54,28800,13446,13518,0.54,28800,1
in14_266.out,125,13853,13908,0.40,23045.1,13853,13908,0.40,28800,1
in14_267.out,125,13452,13505,0.39,22902.1,13452,13505,0.39,28800,1
in14_268.out,125,13715,13793,0.57,28800,13715,13793,0.57,28800,1
in14_269.out,125,12884,12974,0.70,28800,12884,12974,0.70,28800,1
in14_270.out,125,13599,13658,0.43,28800,13599,13658,0.43,28800,1
in14_271.out,125,13665,13728,0.46,28800,13665,13728,0.46,28800,1
in14_272.out,125,13889,13961,0.52,28800,13889,13961,0.52,28800,1
in14_273.out,125,14954,15029,0.50,28800,14954,15029,0.50,28800,1
in14_274.out,125,14069,14145,0.54,28800,14069,14145,0.54,28800,1
in14_275.out,125,13878,13962,0.61,28800,13878,13962,0.61,28800,1
in14_276.out,125,14332,14416,0.59,28800,14332,14416,0.59,28800,1
in14_277.out,125,14002,14063,0.44,28800,14002,14063,0.44,28800,1
